cena,odpad,termin_h,czas_produkcji_h,ksztalt,material,x,y,z,lateness_h_sim
479.80184328126563,0.02309150081426222,76.917,19.008,trapez,mikrofibra,40.0,25.0,0.3,13881.128
173.33221520398595,0.1289872859339465,46.986,14.011,trojkat,bawelna,35.0,30.0,0.3,7376.629
179.4347280696552,0.13737869833020835,64.409,6.26,trapez,bawelna,40.0,25.0,0.3,3709.465
451.3424651648306,0.18712292545920273,24.594,14.975,trojkat,bawelna,35.0,30.0,0.3,7238.391
429.6423488233207,0.25146912632454016,75.056,17.068,kwadrat,mikrofibra,30.0,30.0,0.3,5741.48
268.2925969907931,0.08277680831416405,77.066,19.94,trapez,bawelna,40.0,25.0,0.3,5436.312
136.21682558067158,0.24826591568221407,19.283,6.513,trojkat,bawelna,35.0,30.0,0.3,11048.067
167.1064690933532,0.16325959875111065,69.935,8.897,kwadrat,mikrofibra,30.0,30.0,0.3,9413.3
272.2163182056179,0.2593299740605092,73.706,15.998,kwadrat,bawelna,30.0,30.0,0.3,3342.757
318.71988769563586,0.19951679670198932,72.778,18.285,trapez,mikrofibra,40.0,25.0,0.3,9290.633
264.6050479105865,0.2781371345593348,19.501,13.86,trojkat,mikrofibra,35.0,30.0,0.3,10012.99
295.8936422350313,0.24029421012100946,79.241,31.867,kwadrat,mikrofibra,30.0,30.0,0.3,12930.325
217.28268270784864,0.245092172181551,53.388,26.238,trojkat,bawelna,35.0,30.0,0.3,18662.031
76.03000225122227,0.09787617541234403,45.616,4.809,kwadrat,mikrofibra,30.0,30.0,0.3,10467.514
330.05446907776076,0.16579868033302445,52.433,46.537,trapez,bawelna,40.0,25.0,0.3,1059.034
152.7059135721646,0.22778775207554208,55.346,20.197,kwadrat,bawelna,30.0,30.0,0.3,12277.927
180.72702755213916,0.1871995456586947,103.629,36.378,kwadrat,bawelna,30.0,30.0,0.3,2709.299
122.20817642205189,0.2128316593901924,73.077,41.551,trapez,mikrofibra,40.0,25.0,0.3,8461.244
228.44915689548344,0.2216600031399098,66.221,25.429,trojkat,bawelna,35.0,30.0,0.3,1448.048
237.4546228170315,0.254432770504689,76.85,26.441,kwadrat,mikrofibra,30.0,30.0,0.3,6412.769
92.92967479094477,0.2612007102376553,84.56,13.888,trapez,bawelna,40.0,25.0,0.3,11823.223
437.76090670430534,0.1026322862590782,46.525,20.821,kwadrat,bawelna,30.0,30.0,0.3,15523.819
419.6247633053124,0.17260775193872957,78.088,15.32,kwadrat,mikrofibra,30.0,30.0,0.3,5597.225
224.44196245504116,0.17608095196767212,61.749,39.959,trojkat,bawelna,35.0,30.0,0.3,5239.981
192.0323046935075,0.050918528573076945,67.045,14.5,trojkat,mikrofibra,35.0,30.0,0.3,14630.748
435.4417506865671,0.14784587535984736,69.918,35.456,trojkat,bawelna,35.0,30.0,0.3,8151.911
151.7563990623524,0.0832394039174862,104.017,38.681,trojkat,bawelna,35.0,30.0,0.3,564.86
277.68105848071923,0.061334511739281915,69.725,21.224,trapez,bawelna,40.0,25.0,0.3,19353.815
186.7741305147623,0.28900809613381134,110.127,39.297,trojkat,mikrofibra,35.0,30.0,0.3,8613.15
371.490873832059,0.016681656504138186,58.496,35.177,trojkat,bawelna,35.0,30.0,0.3,8768.501
419.9809490673905,0.15010783386466817,91.666,37.058,trojkat,mikrofibra,35.0,30.0,0.3,1310.723
218.2644711557661,0.025406502562592047,80.643,46.361,kwadrat,mikrofibra,30.0,30.0,0.3,8105.73
166.95724065927476,0.17420972536628548,77.255,33.781,trapez,mikrofibra,40.0,25.0,0.3,18242.408
81.72137553941509,0.08144760076281339,59.967,11.187,trojkat,bawelna,35.0,30.0,0.3,15648.34
245.4814935529744,0.14520617175282122,48.933,19.745,trapez,mikrofibra,40.0,25.0,0.3,12443.192
278.5122787814506,0.0630955668857381,88.739,25.237,trojkat,mikrofibra,35.0,30.0,0.3,8165.74
256.0980915516071,0.030293432045328327,65.287,39.047,trapez,mikrofibra,40.0,25.0,0.3,7032.018
78.80285597387942,0.1258882148420431,26.036,20.318,trapez,bawelna,40.0,25.0,0.3,491.098
481.00541044469173,0.08981501211160449,55.196,11.349,trapez,mikrofibra,40.0,25.0,0.3,14429.677
466.7873307943019,0.20182938432374,115.092,45.691,trojkat,mikrofibra,35.0,30.0,0.3,18574.089
219.79312428343678,0.25113588834919565,92.098,45.381,trapez,bawelna,40.0,25.0,0.3,2091.392
163.97257258522177,0.0972988132054554,36.06,18.889,kwadrat,bawelna,30.0,30.0,0.3,1628.75
210.66320478650547,0.05253694203910597,61.972,13.843,kwadrat,bawelna,30.0,30.0,0.3,11360.264
142.81345122626868,0.012041657725609955,60.822,15.36,trojkat,bawelna,35.0,30.0,0.3,7187.188
275.280920631688,0.19785323059223106,75.593,35.688,kwadrat,bawelna,30.0,30.0,0.3,10919.32
113.36132700170424,0.10279354395675645,78.835,27.589,trapez,bawelna,40.0,25.0,0.3,4549.526
476.1908001988336,0.04932165872366362,58.454,9.445,kwadrat,mikrofibra,30.0,30.0,0.3,13638.001
200.13277812658956,0.2305743992739606,19.018,9.156,kwadrat,bawelna,30.0,30.0,0.3,12453.362
66.20846823114188,0.18453874216235994,51.237,4.018,trapez,mikrofibra,40.0,25.0,0.3,5540.069
180.13435083317742,0.24169464160900256,81.26,19.373,trojkat,mikrofibra,35.0,30.0,0.3,10421.872
161.76931716641008,0.2013279471257928,43.393,12.444,kwadrat,mikrofibra,30.0,30.0,0.3,11501.4
130.66396508267633,0.20914910764139413,61.526,26.049,trojkat,bawelna,35.0,30.0,0.3,7847.026
86.51713034130762,0.19785179449539814,16.554,15.443,kwadrat,bawelna,30.0,30.0,0.3,8089.147
299.0170353873973,0.17159876348507783,35.201,10.018,trapez,bawelna,40.0,25.0,0.3,10842.963
141.18468536090444,0.2874354026758301,61.138,26.591,trojkat,mikrofibra,35.0,30.0,0.3,12213.774
386.89035535679,0.2996677836099872,68.109,42.028,trapez,bawelna,40.0,25.0,0.3,4421.939
427.910722998992,0.12853737115463862,42.117,4.44,kwadrat,mikrofibra,30.0,30.0,0.3,16936.364
91.43014373711395,0.18354930603096642,75.345,31.608,kwadrat,mikrofibra,30.0,30.0,0.3,8930.976
426.1216675597322,0.0057466456653758715,32.703,4.693,trapez,mikrofibra,40.0,25.0,0.3,4174.828
192.9140578675025,0.09799177482777328,57.469,35.415,trapez,bawelna,40.0,25.0,0.3,6119.995
314.41364199923083,0.06613380127362568,5.512,1.271,kwadrat,bawelna,30.0,30.0,0.3,12899.217
251.45304143468826,0.125582182475499,64.197,35.945,trojkat,bawelna,35.0,30.0,0.3,17631.395
211.01633785109698,0.02651548409535561,43.411,24.329,trapez,mikrofibra,40.0,25.0,0.3,1899.839
467.1997829862923,0.09192984681101148,42.108,32.375,trapez,bawelna,40.0,25.0,0.3,16112.429
138.1248878604215,0.044076577075131226,89.594,32.867,trojkat,bawelna,35.0,30.0,0.3,9975.764
459.4744147344764,0.011681405006299684,102.639,46.64,trojkat,mikrofibra,35.0,30.0,0.3,2595.484
302.3052327225275,0.2937454665301847,48.54,44.738,trojkat,mikrofibra,35.0,30.0,0.3,2910.783
484.72137730790473,0.0686626387450497,27.069,16.974,kwadrat,mikrofibra,30.0,30.0,0.3,7413.52
242.91590944389512,0.2377784439627404,66.461,47.247,trapez,bawelna,40.0,25.0,0.3,2366.691
73.25092474608249,0.17305721433981006,100.209,37.353,trapez,bawelna,40.0,25.0,0.3,10160.067
339.8671496641622,0.29868933284966503,74.936,30.417,kwadrat,bawelna,30.0,30.0,0.3,2245.633
379.7145727656262,0.1077626240948071,62.736,2.849,trapez,mikrofibra,40.0,25.0,0.3,13099.055
449.8965861194294,0.1297038679210042,102.258,37.233,trapez,mikrofibra,40.0,25.0,0.3,18254.638
478.1434146628245,0.03780060835919828,47.162,15.145,kwadrat,mikrofibra,30.0,30.0,0.3,18502.173
174.34359880963413,0.09098576725478487,45.527,2.409,trapez,bawelna,40.0,25.0,0.3,14285.61
276.1840591835587,0.17497571769376702,49.422,13.916,trapez,bawelna,40.0,25.0,0.3,12342.047
97.41421501288542,0.1583032398665085,69.841,38.164,kwadrat,bawelna,30.0,30.0,0.3,12243.235
179.99822250912456,0.10536581620463427,72.476,2.463,kwadrat,mikrofibra,30.0,30.0,0.3,220.617
107.5400605500879,0.18343908336769824,68.456,2.485,kwadrat,mikrofibra,30.0,30.0,0.3,10556.732
452.34243613996284,0.07124356702567725,88.394,33.664,trapez,bawelna,40.0,25.0,0.3,1102.653
402.4392859843817,0.1407321633142736,47.144,45.916,trapez,bawelna,40.0,25.0,0.3,1110.239
177.11259186650165,0.200360372010244,51.97,5.915,trapez,bawelna,40.0,25.0,0.3,4235.032
51.7189651963624,0.039024200948684085,102.691,47.42,trojkat,mikrofibra,35.0,30.0,0.3,17386.243
304.28839060374037,0.11021721860912113,72.405,33.603,trapez,mikrofibra,40.0,25.0,0.3,15191.949
275.1805155695905,0.21453004838511,17.167,2.147,trapez,mikrofibra,40.0,25.0,0.3,10245.256
97.42694814851235,0.01207740090276963,46.154,5.49,kwadrat,mikrofibra,30.0,30.0,0.3,4489.041
150.06258713667663,0.10814235154246617,86.244,22.167,trojkat,mikrofibra,35.0,30.0,0.3,13144.947
181.9888748512541,0.018718220579483167,19.804,8.233,trojkat,mikrofibra,35.0,30.0,0.3,13413.276
447.15194454755624,0.22412348013870867,51.221,39.657,trapez,mikrofibra,40.0,25.0,0.3,4478.484
91.68146737311524,0.12939051190230438,83.38,25.397,kwadrat,mikrofibra,30.0,30.0,0.3,16634.717
54.074372711166944,0.0925404844468452,70.891,26.079,trapez,mikrofibra,40.0,25.0,0.3,19029.046
283.1036298820812,0.28377739320962597,116.824,47.845,kwadrat,mikrofibra,30.0,30.0,0.3,6315.442
244.7450958196682,0.10876793896772836,64.23,24.84,trojkat,bawelna,35.0,30.0,0.3,19009.628
146.48291734692407,0.2416290129137937,74.753,44.571,trapez,mikrofibra,40.0,25.0,0.3,13485.489
183.4519604926688,0.22711443440958762,93.236,41.809,trojkat,bawelna,35.0,30.0,0.3,328.352
381.44085275065663,0.15072818614991293,58.5,39.438,trapez,bawelna,40.0,25.0,0.3,39.295
475.90543091768245,0.014884312001651233,79.302,41.426,trapez,bawelna,40.0,25.0,0.3,8216.603
457.7499509596237,0.1785909797782467,101.767,45.031,kwadrat,bawelna,30.0,30.0,0.3,6282.654
404.3241620385498,0.04890573414446586,46.19,3.04,trapez,mikrofibra,40.0,25.0,0.3,14368.599
312.69775123135025,0.22535314108621282,85.907,32.971,trojkat,bawelna,35.0,30.0,0.3,10853.581
82.88670291215675,0.06894801773928552,115.674,46.754,trapez,bawelna,40.0,25.0,0.3,8284.573
355.8291497307985,0.25866089209745663,17.351,14.491,trojkat,mikrofibra,35.0,30.0,0.3,11876.544
79.5626865294646,0.29192303937368946,47.851,5.088,kwadrat,bawelna,30.0,30.0,0.3,10330.909
170.84019023042327,0.18383875066095312,90.352,41.839,kwadrat,bawelna,30.0,30.0,0.3,15892.156
441.73713482122287,0.2551723584045348,42.848,37.755,trapez,mikrofibra,40.0,25.0,0.3,17766.038
72.60170515878819,0.20770767673831744,20.495,12.531,kwadrat,bawelna,30.0,30.0,0.3,7997.026
306.29290080519667,0.17031819537931636,61.582,17.257,trapez,mikrofibra,40.0,25.0,0.3,11220.824
331.1933448231495,0.2950701619540989,39.595,35.611,trojkat,bawelna,35.0,30.0,0.3,205.664
390.7895932104975,0.2477132854682001,66.046,33.115,kwadrat,mikrofibra,30.0,30.0,0.3,6144.533
234.3519740191967,0.1193053243299164,75.004,22.233,trojkat,mikrofibra,35.0,30.0,0.3,548.723
220.59232190237128,0.27639225366389264,97.358,42.319,trojkat,bawelna,35.0,30.0,0.3,5458.339
344.35973166254314,0.16697352855064598,76.058,20.464,kwadrat,mikrofibra,30.0,30.0,0.3,13568.841
463.78896109522236,0.14583914556447722,44.136,18.321,trojkat,bawelna,35.0,30.0,0.3,17197.539
480.55991696792876,0.241324217903242,21.576,11.949,kwadrat,mikrofibra,30.0,30.0,0.3,19501.204
406.74115110776575,0.25966871495166105,92.698,47.631,kwadrat,bawelna,30.0,30.0,0.3,15525.277
275.2716070196184,0.23311478569552682,26.05,1.3,trapez,mikrofibra,40.0,25.0,0.3,8398.871
110.423682906024,0.1375294272394314,50.159,8.556,trapez,mikrofibra,40.0,25.0,0.3,16789.24
341.82716905340965,0.03176229546393879,92.076,47.972,trapez,mikrofibra,40.0,25.0,0.3,4990.802
493.18628124311414,0.027708158433413555,50.899,38.116,trojkat,mikrofibra,35.0,30.0,0.3,5841.294
169.39676189996015,0.27130793249815716,72.265,13.111,kwadrat,bawelna,30.0,30.0,0.3,2373.998
243.02495004356493,0.08683185648584638,80.037,40.576,kwadrat,bawelna,30.0,30.0,0.3,13191.73
95.85157462970608,0.16985420736752124,114.205,44.487,trojkat,mikrofibra,35.0,30.0,0.3,8860.508
87.59945187981039,0.20171515298751108,82.119,27.428,trapez,bawelna,40.0,25.0,0.3,13505.551
130.7141069054947,0.15947164580601936,104.001,46.586,trapez,bawelna,40.0,25.0,0.3,6954.257
148.79926545341087,0.29318397976993416,48.139,19.768,kwadrat,mikrofibra,30.0,30.0,0.3,4629.218
51.96347134263909,0.2270190501205704,54.162,11.81,trojkat,bawelna,35.0,30.0,0.3,16225.776
139.67165141006035,0.28972416294592424,81.692,10.202,kwadrat,bawelna,30.0,30.0,0.3,9779.506
312.6711144791138,0.2700792333606211,32.218,5.749,trapez,bawelna,40.0,25.0,0.3,3942.041
310.2342797391623,0.02482105068545697,70.733,38.479,kwadrat,bawelna,30.0,30.0,0.3,1910.996
170.98408147198708,0.03007366911686299,114.12,46.258,kwadrat,mikrofibra,30.0,30.0,0.3,11079.921
367.0494926123504,0.19692288105019706,47.349,9.326,trojkat,mikrofibra,35.0,30.0,0.3,17244.739
205.9358755787232,0.16865664331935754,100.419,40.391,trojkat,mikrofibra,35.0,30.0,0.3,6808.313
285.12958148851476,0.28414843887007435,91.647,34.326,trapez,bawelna,40.0,25.0,0.3,1726.216
79.90849659932246,0.15764109220676795,17.25,6.705,kwadrat,bawelna,30.0,30.0,0.3,12775.793
366.6649008330729,0.1971091494702322,68.169,17.884,trapez,bawelna,40.0,25.0,0.3,4703.284
368.1394193550723,0.07244894557706034,26.096,12.734,kwadrat,bawelna,30.0,30.0,0.3,6693.768
189.40453664409466,0.03097950266251452,75.074,12.69,kwadrat,mikrofibra,30.0,30.0,0.3,5779.003
186.8894238363264,0.08448481263168951,37.614,16.954,trapez,bawelna,40.0,25.0,0.3,2252.538
97.40546801659994,0.22138528421927764,28.835,5.544,trojkat,mikrofibra,35.0,30.0,0.3,18955.424
401.88198972108165,0.23765735844050281,91.647,33.532,kwadrat,bawelna,30.0,30.0,0.3,2963.024
458.5544572008287,0.17126322505184285,20.691,2.156,kwadrat,mikrofibra,30.0,30.0,0.3,3218.15
401.820738505221,0.06349076957095835,48.179,15.981,kwadrat,mikrofibra,30.0,30.0,0.3,16517.339
317.10242092045365,0.19342357457304557,89.606,41.962,trojkat,bawelna,35.0,30.0,0.3,7139.778
282.13785622054763,0.12056615996721902,86.765,45.648,kwadrat,bawelna,30.0,30.0,0.3,5851.076
363.39341316624825,0.18581699080995057,90.498,30.309,trapez,bawelna,40.0,25.0,0.3,0.0
382.3688561595488,0.2512101239310452,28.02,17.667,trapez,bawelna,40.0,25.0,0.3,19602.302
358.31043944351785,0.12783637138566922,84.38,26.695,trapez,mikrofibra,40.0,25.0,0.3,14835.224
235.38114276534588,0.16926954500536082,54.643,39.825,trapez,mikrofibra,40.0,25.0,0.3,19642.602
139.6468737023239,0.2098918708866365,62.53,1.84,trapez,bawelna,40.0,25.0,0.3,11448.567
84.30764808810402,0.09416264901674115,32.713,29.996,trojkat,mikrofibra,35.0,30.0,0.3,6906.015
246.47638539594473,0.16534798857491162,6.235,1.546,trojkat,mikrofibra,35.0,30.0,0.3,15543.288
162.90187056099612,0.19744794728927204,59.783,41.925,kwadrat,bawelna,30.0,30.0,0.3,2961.356
301.57667822597097,0.1644435608184066,57.376,15.655,trapez,mikrofibra,40.0,25.0,0.3,5633.592
91.12616884929938,0.29350643611705696,52.717,1.857,kwadrat,bawelna,30.0,30.0,0.3,18799.698
345.54022856355067,0.19853331974149155,65.836,2.428,trapez,bawelna,40.0,25.0,0.3,10360.913
224.52174046261905,0.03929212289825222,79.692,44.37,trojkat,bawelna,35.0,30.0,0.3,10589.866
109.2717628605921,0.009733033814156088,25.719,16.839,trapez,bawelna,40.0,25.0,0.3,6799.298
229.10238182952628,0.05024732672823231,89.184,31.796,trojkat,mikrofibra,35.0,30.0,0.3,7793.319
111.47040664302767,0.1365515975200969,16.288,12.223,trojkat,mikrofibra,35.0,30.0,0.3,13727.034
82.54241386607237,0.0563761142445969,90.969,20.682,trojkat,mikrofibra,35.0,30.0,0.3,3676.645
379.7300636537743,0.2970996911380945,83.325,23.836,trojkat,bawelna,35.0,30.0,0.3,16184.803
485.8417992649515,0.023040914494326457,86.35,44.755,trojkat,mikrofibra,35.0,30.0,0.3,18315.301
216.41596519422947,0.2032594841651054,107.293,45.136,trapez,bawelna,40.0,25.0,0.3,18006.228
340.1746718100412,0.005743460399051004,73.989,14.926,trapez,mikrofibra,40.0,25.0,0.3,14425.81
323.4884550137252,0.05380680308677229,91.715,20.804,trapez,mikrofibra,40.0,25.0,0.3,9081.84
420.34271226879537,0.05435498371502484,34.912,29.686,kwadrat,mikrofibra,30.0,30.0,0.3,6665.275
140.12690804043166,0.09216492510638126,29.565,20.437,kwadrat,mikrofibra,30.0,30.0,0.3,14124.715
84.58793387427357,0.24654928397560777,17.607,8.815,trapez,mikrofibra,40.0,25.0,0.3,7584.987
371.2786846279654,0.2000542173916974,77.305,39.498,trapez,bawelna,40.0,25.0,0.3,7612.046
394.4960377321374,0.20354999048779135,83.847,45.002,kwadrat,mikrofibra,30.0,30.0,0.3,11028.505
221.23296944145252,0.16400870462163905,96.385,46.656,kwadrat,bawelna,30.0,30.0,0.3,1211.272
184.12349388774942,0.10257158343164709,53.78,26.356,trapez,bawelna,40.0,25.0,0.3,8591.703
386.7601341495829,0.12253667442254478,55.087,38.617,trapez,bawelna,40.0,25.0,0.3,9160.063
50.663219938840136,0.21481499197264334,58.399,43.056,trapez,mikrofibra,40.0,25.0,0.3,12994.223
316.0086364663324,0.24043373286688607,78.632,7.697,kwadrat,mikrofibra,30.0,30.0,0.3,6464.345
392.46700561285235,0.17905556306632783,60.081,35.064,kwadrat,mikrofibra,30.0,30.0,0.3,4876.006
255.96482232168228,0.016004399096669307,48.852,2.0,trapez,mikrofibra,40.0,25.0,0.3,19812.509
99.94914445609167,0.12745525286042608,48.536,32.257,kwadrat,mikrofibra,30.0,30.0,0.3,16823.12
345.5282681247236,0.1500835605623281,67.609,3.883,kwadrat,bawelna,30.0,30.0,0.3,2708.941
184.91023740435617,0.28138956943016824,80.531,28.264,kwadrat,bawelna,30.0,30.0,0.3,1534.351
226.3367179346117,0.26697401290885875,55.37,19.658,trojkat,bawelna,35.0,30.0,0.3,14815.591
161.30314211858752,0.1713781409811292,24.417,21.031,trapez,bawelna,40.0,25.0,0.3,10778.29
106.49759664319402,0.2991713699710808,97.568,42.538,trapez,mikrofibra,40.0,25.0,0.3,2476.213
245.11225668467645,0.25339977272706726,66.636,41.577,kwadrat,bawelna,30.0,30.0,0.3,11812.768
263.26454905224625,0.2755192626244674,27.85,20.559,trojkat,mikrofibra,35.0,30.0,0.3,17869.065
451.6512023689135,0.21737948605428867,53.2,37.653,trojkat,bawelna,35.0,30.0,0.3,14420.324
408.50662873611753,0.2814947185953948,17.739,8.878,kwadrat,bawelna,30.0,30.0,0.3,18405.41
427.32132522936115,0.0361162736367267,30.971,26.341,trapez,bawelna,40.0,25.0,0.3,4530.565
78.13683308428058,0.2349893948868143,61.688,17.526,kwadrat,mikrofibra,30.0,30.0,0.3,7484.875
175.03374924037053,0.13773720698600425,55.978,7.564,kwadrat,mikrofibra,30.0,30.0,0.3,10491.408
375.54964805971036,0.17827254819257915,107.37,41.799,kwadrat,bawelna,30.0,30.0,0.3,12542.484
440.0466595277001,0.1529562028651373,19.064,13.643,trojkat,bawelna,35.0,30.0,0.3,19147.525
